customerId,recommendedProducts
10268,132|37|0|34|248|3|230|110|27|32
10269,132|37|0|34|248|3|230|110|27|32
10285,132|37|0|34|248|3|230|110|27|32
10382,132|37|0|34|248|3|230|110|27|32
10410,132|37|0|34|248|3|230|110|27|32
10444,132|37|0|34|248|3|230|110|27|32
10500,132|37|34|248|3|230|110|27|32|245
10526,132|37|0|34|248|3|230|110|27|32
10544,132|37|0|34|248|3|230|110|27|32
10545,132|37|0|34|248|3|230|110|27|32
10550,132|37|0|34|3|110|27|32|245|10
10656,132|37|0|34|248|3|230|110|27|32
10663,132|37|34|248|3|230|27|32|245|10
10688,132|37|0|34|248|3|230|110|27|32
10710,132|37|0|34|248|3|230|110|27|32
10748,132|37|34|248|3|230|110|27|32|245
10754,132|37|0|34|248|230|110|27|32|245
10820,132|37|0|34|248|3|230|110|27|32
10838,132|37|0|34|248|3|230|110|27|32
10844,132|37|0|34|248|3|230|110|27|32
10850,132|37|34|248|3|230|110|27|32|245
10871,132|37|0|34|248|3|230|110|27|32
10884,132|37|0|34|248|3|230|110|27|32
10921,132|37|0|34|248|3|230|110|27|32
10923,132|37|0|34|248|3|230|110|27|32
10948,132|37|0|34|248|3|230|110|27|32
10951,132|37|0|34|248|3|230|110|27|32
10973,132|37|0|34|248|3|230|110|27|32
10975,132|37|0|34|248|3|230|110|27|32
11013,132|37|0|34|248|3|230|110|27|32
11015,132|37|0|34|248|3|230|27|110|32
11081,132|37|0|34|248|3|230|110|27|32
11096,132|37|0|34|248|3|230|110|27|32
11102,132|37|0|34|248|3|230|110|27|32
11119,132|37|0|34|248|3|230|110|27|32
11122,132|37|0|34|248|3|230|110|27|32
11134,132|37|0|34|248|3|230|110|27|32
11167,132|37|0|34|248|3|230|110|27|32
11215,132|37|0|34|248|3|230|110|27|32
11281,132|37|0|34|248|3|230|110|27|32
11321,132|37|0|34|248|3|230|110|27|32
11330,132|37|0|34|248|3|230|110|27|32
11350,132|37|0|34|248|3|230|110|27|32
11379,132|37|0|34|248|3|230|110|27|245
11392,37|0|34|248|3|230|110|27|32|245
11397,132|37|0|34|248|3|230|110|27|32
11433,132|37|0|34|248|3|230|110|27|32
11459,132|37|0|34|248|3|230|110|27|32
11468,132|37|0|34|248|3|230|110|27|32
11489,132|37|34|248|3|230|110|27|32|245
11500,132|37|0|34|248|3|230|110|27|32
11523,132|37|0|34|248|3|230|110|27|32
11528,132|37|0|34|248|3|230|110|27|32
11555,132|37|0|34|248|3|230|110|27|32
11570,132|37|0|34|248|3|230|110|27|32
11591,132|37|0|34|248|3|230|110|27|32
11679,132|37|0|34|248|3|230|110|27|32
11744,132|37|0|34|248|3|230|110|27|32
11830,132|37|0|34|248|3|230|110|27|32
11837,132|37|0|34|248|3|230|110|27|245
11899,132|37|0|34|248|3|230|110|27|32
11932,132|37|0|34|248|3|230|110|27|32
11985,132|37|0|34|248|3|230|110|27|32
11995,132|37|0|34|248|3|230|110|27|32
12051,132|37|0|34|248|3|230|110|27|32
12096,132|37|0|34|248|3|230|110|27|32
12122,132|37|0|34|248|3|230|110|27|32
12142,132|37|0|248|34|3|230|110|27|32
12221,132|37|0|34|248|3|230|110|27|32
12225,132|37|0|34|248|3|230|110|27|32
12253,132|37|0|248|3|230|110|27|32|245
12278,132|37|0|34|248|3|110|27|32|245
12286,132|37|0|34|248|3|230|110|27|32
12321,132|37|0|34|248|3|230|110|27|32
12371,132|37|0|34|248|3|230|110|27|32
12422,132|37|0|34|248|3|230|110|27|32
12432,132|37|0|34|248|3|230|110|27|32
12448,132|37|0|34|248|3|230|110|27|32
12458,132|37|248|3|230|110|27|32|245|10
12464,132|37|0|34|248|3|230|110|27|32
12521,132|37|0|34|248|3|230|110|27|32
12525,132|37|0|34|248|3|230|110|27|32
12532,132|37|0|34|248|3|230|110|27|32
12535,132|37|0|248|34|3|230|110|27|32
12553,132|37|0|34|248|3|230|110|27|32
12577,132|37|0|34|248|3|230|27|110|32
12578,132|37|0|248|34|3|230|110|27|32
12590,132|37|0|34|248|3|230|110|27|32
12641,132|37|0|34|248|3|230|110|27|32
12683,132|37|0|34|248|3|230|110|27|32
12724,132|37|0|34|248|3|230|110|27|32
12735,132|37|0|34|248|3|230|110|27|32
12750,132|37|0|34|248|3|230|110|27|32
12768,132|37|0|34|248|3|230|110|27|32
12788,132|37|34|248|3|230|110|27|32|245
12836,132|37|0|34|248|3|110|27|32|245
12867,132|37|0|34|248|3|230|110|27|32
12894,132|37|0|34|248|3|230|110|27|32
12952,132|37|0|34|248|3|230|110|27|32
13039,132|37|0|248|34|3|230|110|27|32
13114,132|37|34|248|3|230|110|27|32|245
13132,132|37|0|34|248|3|230|110|27|32
13151,132|37|34|248|3|230|110|27|32|245
13167,132|37|0|34|248|3|230|110|27|32
13181,132|37|0|34|248|3|230|110|27|32
13198,132|37|0|34|248|3|230|110|27|32
13204,132|37|0|248|34|3|230|110|27|32
13218,132|37|34|248|3|230|110|27|32|245
13225,132|37|0|34|248|3|230|110|27|32
13249,132|37|0|34|248|3|230|110|27|32
13267,132|37|0|34|248|3|230|110|27|32
13282,132|37|0|34|248|3|230|110|27|32
13289,132|37|0|34|248|3|230|110|27|32
13291,132|37|0|34|248|3|230|110|27|32
13336,132|37|0|34|248|3|230|110|27|32
13373,132|37|0|34|248|3|230|110|27|32
13433,132|37|0|34|248|3|230|110|27|32
13487,132|37|0|34|248|3|230|110|27|32
13529,132|37|34|248|3|230|110|27|32|245
13569,132|37|0|34|248|3|230|110|27|32
13600,132|37|0|34|248|3|230|110|27|32
13647,132|37|0|34|248|3|230|110|27|32
13658,132|37|34|248|3|230|110|27|32|245
13680,132|37|0|34|248|3|230|110|27|32
13685,132|37|0|34|248|3|230|110|27|32
13702,132|37|0|34|248|3|230|110|27|32
13711,132|37|0|34|248|3|230|110|245|32
13764,132|37|0|34|248|3|230|110|27|32
13800,132|37|0|34|248|3|230|110|27|32
13821,132|37|0|34|248|3|230|110|27|32
13874,132|37|0|34|248|3|230|110|27|32
13895,132|37|0|34|248|3|230|110|27|32
13906,132|37|0|34|248|3|230|110|27|32
13943,132|37|34|248|3|230|110|27|32|245
13945,132|37|0|34|248|3|230|110|27|32
13962,132|37|0|34|248|3|230|110|27|32
13970,132|37|0|34|248|3|230|110|27|32
13980,132|37|0|34|248|3|230|110|27|32
13992,132|37|0|34|248|3|230|110|27|32
14010,132|37|0|34|248|3|230|110|27|32
14032,132|37|0|34|248|3|230|110|27|32
14082,132|37|0|34|248|3|230|110|27|32
14102,132|37|0|34|248|3|230|110|27|32
14109,132|37|0|34|248|3|230|110|27|32
14110,132|37|0|34|248|3|230|110|27|32
14116,132|37|0|34|248|3|230|110|27|32
14136,132|37|0|34|248|3|230|110|27|32
14147,132|37|0|34|248|3|230|110|27|32
14151,132|37|0|34|248|230|110|27|32|245
14162,132|37|34|248|3|230|110|27|32|245
14247,132|37|0|34|248|3|230|110|27|32
14294,132|37|0|34|248|3|230|110|27|32
14310,132|37|0|34|248|3|230|110|27|32
14428,132|37|0|34|248|3|230|110|27|32
14443,132|37|0|34|248|3|230|110|27|32
14483,132|37|0|34|248|3|230|110|27|32
14531,132|37|0|34|248|3|230|110|27|32
14544,132|37|0|34|248|3|230|110|27|32
14601,132|0|34|248|3|230|110|27|32|245
14605,132|37|0|34|248|3|230|110|27|32
14626,132|37|0|34|248|3|230|110|27|32
14669,132|37|0|34|248|3|230|110|27|32
14671,132|37|0|34|248|3|230|110|27|32
14673,132|37|0|34|248|3|230|110|27|32
14687,132|37|0|34|248|3|230|110|27|32
14697,132|37|0|34|248|3|230|110|27|32
14723,132|37|0|34|248|3|230|110|27|32
14741,132|37|0|34|248|3|230|110|27|32
14744,132|37|0|34|248|3|230|110|27|32
14748,132|37|0|34|248|3|230|110|27|32
14784,132|37|0|248|34|3|230|110|27|32
14815,132|37|0|34|248|3|230|110|27|32
14857,132|37|0|34|248|3|230|110|27|32
14865,132|37|0|34|248|3|230|110|27|32
14881,132|37|0|248|34|3|230|110|27|32
14888,132|37|0|34|248|3|230|110|27|32
14889,132|37|0|34|248|3|230|110|27|32
14902,132|37|0|34|248|3|230|110|27|32
14929,132|37|0|34|248|3|230|110|27|32
14934,132|37|0|34|248|3|230|110|27|32
14986,132|37|0|34|248|3|230|110|27|32
15008,132|37|0|34|248|3|230|110|27|32
15012,132|37|0|34|248|3|230|110|27|32
15014,132|37|0|34|248|3|230|110|27|32
15042,132|37|0|34|248|3|230|110|27|32
15062,132|37|0|34|248|3|230|110|27|32
15175,132|37|0|34|248|3|230|110|27|32
15192,132|37|0|34|248|3|230|110|27|32
15206,132|37|0|34|248|3|230|110|27|32
15208,132|37|0|34|248|3|230|110|27|32
15219,132|37|0|34|248|3|230|110|27|32
15223,132|37|0|34|248|3|230|110|27|32
15273,132|37|0|34|248|3|230|110|27|32
15287,132|37|0|34|248|3|230|27|110|32
15309,132|37|0|34|248|3|230|110|27|32
15348,132|37|0|34|248|3|230|110|27|32
15358,132|37|0|34|248|3|230|110|27|32
15398,132|37|34|248|3|230|110|27|32|245
15406,132|37|0|34|248|3|230|110|27|32
15427,132|37|0|34|248|3|230|110|27|32
15436,132|37|0|34|248|3|230|110|27|32
15567,132|37|0|34|248|3|230|110|27|32
15636,132|37|0|34|248|3|230|110|27|32
15713,132|37|0|34|248|3|230|110|27|32
15720,132|37|0|34|248|3|230|110|27|32
15786,132|37|0|34|248|3|230|110|27|32
15790,132|37|0|34|248|3|230|110|27|32
15810,132|37|0|34|248|3|230|27|110|32
15830,132|37|0|34|248|3|230|110|27|32
15831,132|37|0|34|248|3|230|110|27|32
15833,132|37|0|34|248|3|230|110|32|245
15851,132|37|0|34|248|3|230|110|27|32
15867,132|37|0|34|248|3|230|110|27|32
15913,132|37|0|34|248|3|230|110|27|32
16000,132|37|34|248|3|230|110|27|32|245
16004,132|37|0|34|248|3|230|110|27|32
16005,132|37|0|34|248|3|230|110|27|32
16020,132|37|0|34|248|3|230|110|27|32
16023,132|37|0|34|248|3|230|110|27|32
16038,132|37|0|34|248|3|230|110|27|32
16093,132|37|0|34|248|3|230|110|27|32
16104,132|37|0|34|248|3|230|110|27|32
16107,132|37|0|34|248|3|230|110|27|32
16129,132|37|0|34|248|3|230|110|27|32
16143,132|37|0|34|248|3|230|110|27|32
16281,132|37|0|34|248|3|230|110|27|32
16285,132|37|0|34|248|3|230|110|27|32
16304,132|37|0|34|248|3|230|110|27|32
16358,132|37|0|34|248|3|230|110|27|32
16359,132|37|0|34|248|3|230|110|27|32
16393,132|37|0|34|248|3|230|110|27|32
16409,132|37|0|34|248|3|230|110|27|32
16443,132|37|34|248|3|230|110|27|32|245
16450,132|37|0|34|248|3|230|110|27|32
16509,132|37|0|34|248|3|230|27|32|245
16545,132|37|0|34|248|3|230|110|27|32
16583,132|37|0|34|248|3|230|110|27|32
16605,132|37|0|248|34|3|230|110|27|32
16608,132|37|0|248|3|230|110|27|32|245
16616,132|37|0|34|248|3|230|110|27|32
16672,132|37|34|248|3|230|110|27|32|245
16721,132|37|0|34|248|3|230|110|27|32
16723,132|37|0|34|248|3|230|110|27|32
16755,132|37|34|248|3|230|110|27|32|245
16757,132|37|0|34|248|3|230|110|27|32
16819,132|37|0|34|248|3|230|110|27|32
16855,132|37|0|34|248|3|230|110|27|32
16879,132|37|0|34|248|3|230|110|27|32
16883,132|37|0|34|248|3|230|110|27|32
16937,132|37|0|34|248|3|230|110|27|32
16990,132|37|0|34|248|3|230|110|27|32
17006,132|37|0|34|248|3|230|110|27|32
17031,132|37|0|34|248|3|230|110|27|32
17049,132|37|0|248|34|3|230|110|27|32
17120,132|37|0|34|248|3|230|110|27|32
17123,132|37|0|34|248|3|230|110|27|32
17159,132|37|0|34|248|3|230|110|27|32
17210,132|37|0|34|248|3|230|110|27|32
17228,132|37|0|34|248|3|230|110|27|32
17248,132|37|0|34|248|3|230|110|27|32
17361,132|37|0|34|248|3|230|110|27|32
17367,132|37|0|34|248|3|230|110|27|32
17446,132|37|0|34|248|3|230|110|27|32
17472,132|37|0|34|248|3|230|27|32|245
17546,132|37|0|34|248|3|230|110|27|32
17547,132|37|0|34|248|3|230|110|27|32
17611,132|37|0|34|248|3|230|110|32|10
17711,132|37|0|34|248|3|230|110|27|32
17738,132|37|0|34|248|3|230|110|27|32
17808,132|37|0|34|248|3|230|110|27|32
17959,132|37|0|34|248|3|230|110|27|32
17988,132|37|34|248|3|230|110|27|32|245
17991,132|37|0|34|248|3|230|110|27|32
18000,132|37|0|34|248|3|230|110|27|32
18003,132|37|0|34|248|3|230|110|27|32
18032,132|37|0|34|248|3|230|110|27|32
18038,132|37|0|34|248|3|230|110|27|32
18051,132|37|0|34|248|3|230|110|27|32
18056,132|37|0|34|248|3|230|110|27|32
18129,132|37|0|34|248|3|230|110|27|32
18155,132|37|34|248|3|230|110|27|32|245
18165,132|37|0|34|248|3|230|110|27|32
18218,132|37|0|34|248|3|230|110|27|32
18237,132|37|0|34|248|3|230|110|27|32
18267,132|37|0|248|34|3|230|110|27|32
18268,132|37|0|34|248|3|230|110|27|32
18313,132|37|0|34|248|3|230|110|27|32
18353,132|37|0|34|248|3|230|110|27|32
18388,132|37|34|248|3|230|110|27|32|245
18401,132|37|0|34|248|3|230|27|110|32
18445,132|37|0|34|248|3|230|110|27|32
18458,132|37|0|34|248|3|230|110|27|32
18530,132|37|0|34|248|3|230|110|27|32
18573,132|37|0|34|248|3|230|110|27|32
18585,132|37|0|34|248|3|230|110|27|32
18586,132|37|0|34|248|3|230|110|27|32
18743,132|37|0|34|248|3|230|110|27|32
18978,132|37|0|34|248|3|230|110|27|32
18979,132|37|0|34|248|3|230|110|27|32
18983,132|37|0|34|248|3|230|110|27|32
19004,132|37|0|34|248|3|230|110|27|32
19026,132|37|0|34|248|3|230|110|27|32
19085,132|37|0|248|34|3|230|110|27|32
19091,132|37|0|248|34|3|230|110|27|32
19093,132|37|34|248|3|230|110|27|32|245
19123,132|37|0|34|248|3|230|110|27|32
19124,132|37|0|34|248|3|230|110|27|32
19141,132|37|0|34|248|3|230|110|27|32
19221,132|37|0|34|248|3|230|110|27|32
19254,132|37|0|34|248|3|230|110|27|32
19278,132|37|0|34|248|3|230|110|27|32
19298,132|37|0|34|248|3|230|110|27|32
19310,132|37|34|248|3|230|110|27|32|245
19340,132|37|0|34|248|3|230|110|27|32
19373,132|37|0|34|248|3|230|110|27|32
19390,132|37|0|34|248|3|230|110|27|32
19417,132|37|0|34|248|3|230|110|32|27
19541,132|37|0|34|248|3|230|110|27|32
19554,132|37|0|34|248|3|230|110|27|32
19603,132|37|0|34|248|3|230|110|27|32
19750,132|37|0|34|248|3|230|110|27|32
19762,132|37|0|34|248|3|230|110|27|32
19910,132|37|0|34|248|3|230|110|27|32
19919,132|37|0|34|248|3|230|110|27|32
19993,132|37|0|34|248|3|230|110|27|32
20027,132|37|0|34|248|3|230|110|27|32
20032,132|37|34|248|3|230|110|27|32|245
20061,132|37|0|34|248|3|230|110|27|32
20085,132|37|0|34|248|3|230|110|27|32
20125,132|37|0|34|248|3|230|110|27|32
20137,132|37|0|248|34|3|230|110|27|32
20179,132|37|0|34|248|3|230|110|27|32
20190,132|37|0|34|248|3|230|110|27|32
20208,132|37|0|34|248|3|230|110|27|32
20246,132|37|0|34|248|3|230|110|27|32
20382,132|37|0|34|248|3|230|110|27|32
20400,132|37|0|34|248|3|230|110|27|32
20539,132|37|0|34|248|3|230|110|27|32
20624,132|37|0|34|248|3|230|110|27|32
20645,132|37|0|34|248|3|230|110|27|32
20654,132|37|0|34|248|3|230|110|27|32
20724,132|37|0|34|248|3|230|110|27|245
20731,132|37|0|34|248|3|230|110|27|32
20785,132|37|0|34|248|3|230|110|27|32
20821,132|37|0|34|248|3|230|110|27|32
20836,132|37|0|34|248|3|230|110|27|32
20858,132|37|0|34|248|3|230|110|27|32
20883,132|37|0|248|34|3|230|110|27|32
20931,132|37|0|34|248|3|110|27|32|245
20961,132|37|0|34|248|3|230|110|27|32
20966,132|37|0|34|248|3|230|110|27|32
21038,132|37|0|34|248|3|230|110|27|32
21084,132|37|0|34|248|3|230|110|27|32
21120,132|37|0|34|248|3|230|110|27|32
21129,132|37|0|34|248|3|230|110|27|32
21219,132|37|0|34|248|3|230|110|27|32
21228,132|37|0|34|248|3|230|110|27|32
21259,132|37|0|34|248|3|230|110|27|32
21318,132|37|0|34|248|3|230|110|27|32
21345,132|37|0|34|248|3|230|110|27|32
21386,132|37|0|34|248|3|230|110|27|32
21615,132|37|0|34|248|3|230|27|32|245
21658,132|37|0|34|248|3|230|110|27|32
21743,132|37|0|34|248|3|230|110|27|32
21818,132|37|0|34|248|3|230|110|27|32
21847,132|37|0|34|248|3|230|110|27|32
21852,132|37|0|34|248|3|230|110|27|32
21902,132|37|0|34|248|3|230|110|27|32
21934,132|37|0|34|248|3|230|110|27|32
21941,132|37|0|34|248|3|230|110|27|32
21949,132|37|0|34|248|3|230|110|27|32
22069,132|37|0|34|248|3|230|110|27|32
22077,132|37|0|34|248|3|230|110|27|32
22126,132|37|0|34|248|3|230|110|27|32
22136,132|37|0|34|248|3|230|110|27|32
22172,132|37|0|34|248|3|230|110|27|32
22182,132|37|34|0|248|3|230|110|27|32
22253,132|37|0|34|248|3|230|110|27|32
22273,132|37|0|34|248|3|230|110|27|32
22303,132|37|0|34|248|3|230|110|27|32
22386,132|37|0|34|248|3|230|110|27|32
22428,132|37|0|34|248|3|230|110|27|32
22487,132|37|0|34|248|3|230|110|27|32
22536,132|37|0|34|248|3|230|110|27|32
22559,132|37|0|34|248|3|230|110|27|32
22564,132|37|0|34|248|3|230|110|27|32
22608,132|37|0|34|248|3|230|110|27|32
22687,132|37|0|34|248|3|230|110|27|32
22734,132|37|0|248|34|3|230|110|27|32
22801,132|37|0|34|248|3|230|110|27|32
22844,132|37|0|34|248|3|230|110|27|32
22872,132|37|34|0|248|3|230|110|27|32
22877,132|37|0|34|248|3|230|110|27|32
22882,132|37|0|248|34|3|230|110|27|32
22911,132|37|0|34|248|3|230|110|27|32
22930,132|37|0|34|248|3|230|110|27|32
23035,132|37|0|34|248|3|230|110|27|32
23038,132|37|0|34|248|3|230|27|32|245
23058,132|37|0|34|248|3|230|110|27|32
23067,132|37|0|34|248|3|230|110|27|32
23105,132|37|0|34|248|3|230|110|27|32
23162,132|37|0|34|248|3|230|110|27|32
23247,132|37|0|34|248|3|230|110|27|32
23277,132|37|0|34|248|3|230|110|27|32
23312,132|37|0|34|248|3|230|110|27|32
23318,132|37|0|34|248|3|230|110|27|32
23425,132|37|0|248|3|34|230|110|27|32
23486,132|37|0|34|248|3|230|110|27|32
23551,132|37|0|34|248|3|230|110|27|32
23646,132|37|0|34|248|3|230|110|27|32
23669,132|37|0|34|248|3|230|110|27|32
23691,132|37|0|34|248|3|230|110|27|32
23695,132|37|0|34|248|3|230|110|27|32
23734,132|37|0|34|248|3|230|110|27|32
23769,132|37|0|34|248|3|230|110|27|32
23803,132|37|0|34|248|3|230|110|27|32
24103,132|37|0|34|248|3|230|110|27|32
24147,132|37|0|34|248|3|230|110|27|32
24187,132|37|0|34|248|3|230|110|27|32
24210,132|37|0|34|248|3|230|110|27|32
24243,132|37|0|34|248|3|230|110|27|32
24300,132|37|0|34|248|3|230|110|27|32
24358,132|37|0|34|248|3|230|110|27|32
24405,132|37|0|34|248|3|230|110|27|32
24413,132|37|0|34|248|3|230|110|27|32
24428,132|37|0|34|248|3|230|110|27|32
24556,132|37|0|34|248|3|230|110|27|32
24610,132|37|0|34|248|3|230|110|27|32
24650,132|37|0|34|248|3|230|110|27|32
24751,132|37|0|34|248|3|230|110|27|32
24909,132|37|0|34|248|3|230|110|27|245
24976,132|37|0|34|248|3|230|110|27|32
25004,132|37|0|34|248|3|230|110|27|32
25122,132|37|0|34|248|3|230|110|27|32
25146,132|37|0|34|248|3|230|110|27|32
25155,132|37|0|34|248|3|230|110|27|32
25235,132|37|0|34|248|3|230|110|27|32
25294,132|37|0|34|248|3|230|110|27|32
25377,132|37|0|34|248|3|230|110|27|32
25426,132|37|0|34|248|3|230|110|27|32
25532,132|37|0|34|248|3|230|110|27|32
25644,132|37|0|34|248|3|230|110|27|32
25656,132|37|0|34|248|3|230|110|27|32
25739,132|37|0|34|248|3|230|110|27|32
25758,132|37|0|34|248|3|230|110|27|32
25800,132|37|0|34|248|3|230|110|27|32
26116,132|37|0|34|248|3|230|110|27|32
26123,132|37|0|34|248|3|230|110|27|32
26263,132|37|0|34|248|3|230|110|27|32
26306,132|37|0|34|248|3|230|110|27|32
26323,132|37|34|0|248|3|230|110|27|32
26396,132|37|0|34|248|3|230|110|27|32
26434,132|37|0|34|248|3|230|110|27|32
26545,132|37|0|34|248|3|230|110|27|32
26573,132|37|0|34|248|3|230|110|27|32
26590,132|37|0|34|248|3|230|110|27|32
26618,132|37|0|34|248|3|230|110|27|32
26646,132|37|0|34|248|3|230|110|27|32
26686,132|37|0|34|248|3|230|110|27|32
26760,132|37|0|34|248|3|230|110|245|32
26778,132|37|0|34|248|3|230|110|27|32
26978,132|37|0|34|248|3|230|110|27|32
27097,132|37|0|34|248|3|230|110|27|32
27107,132|37|0|34|248|3|230|110|27|32
27202,132|37|0|34|248|3|230|110|27|32
27237,132|37|0|34|248|3|230|110|245|27
27241,132|37|0|34|248|3|230|110|27|32
27325,132|37|0|34|248|3|230|110|27|32
27372,132|37|0|34|248|3|230|110|27|32
27386,132|37|0|34|248|3|230|110|27|32
27459,132|37|0|34|248|3|230|110|27|32
27506,132|37|0|34|248|3|230|110|27|32
27547,132|37|0|34|248|3|230|110|245|32
27551,132|37|0|34|248|3|230|110|27|32
27585,132|37|0|34|248|3|230|110|27|32
27601,132|37|0|34|248|3|230|110|27|32
27647,132|37|0|34|248|3|230|110|27|32
27677,132|37|0|34|248|3|230|110|27|32
27771,132|37|0|34|248|3|230|110|27|32
27773,132|37|0|34|248|3|230|110|27|32
27803,132|37|0|34|248|3|230|110|27|32
27872,132|37|0|34|248|3|230|110|27|32
27925,132|37|0|34|248|3|230|110|27|32
28015,132|37|0|34|248|3|230|110|27|32
28034,132|37|0|34|248|3|230|110|27|32
28042,132|37|0|34|248|3|230|110|27|32
28099,132|37|0|34|248|3|230|110|27|32
28168,132|37|0|34|248|3|230|110|27|32
28210,132|37|0|34|248|3|230|110|27|32
28253,132|37|0|34|248|3|230|110|27|32
28398,132|37|0|248|34|3|230|110|27|32
28462,132|37|0|34|248|3|230|110|27|32
28481,132|37|0|34|248|3|230|110|27|32
28577,132|37|0|34|248|3|230|110|27|32
